Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
1/1/2012,2012,1,1,20,1,0,3363,549,781,1015,826,2727,157,1574,382,325,791,4372,3164,325,2848,4171,3726,479
1/1/2012,2012,1,1,20,1,1,3232,283,524,878,773,2767,105,1616,261,246,400,1361,709,169,588,2843,3082,1011
1/1/2012,2012,1,1,20,1,2,2133,86,277,496,362,1411,39,750,91,131,263,722,297,52,265,2153,2784,1346
1/1/2012,2012,1,1,20,1,3,1219,86,151,262,298,737,34,273,66,135,253,442,186,58,107,967,1915,1034
1/1/2012,2012,1,1,20,1,4,692,19,89,145,173,486,26,214,34,56,28,65,45,18,65,404,959,532
1/1/2012,2012,1,1,20,1,5,333,24,52,89,107,189,21,104,8,15,11,46,20,7,47,302,485,289
1/1/2012,2012,1,1,20,1,6,252,18,32,96,75,134,15,64,15,27,18,55,14,14,34,187,306,193
1/1/2012,2012,1,1,20,1,7,221,40,57,55,40,124,20,36,15,24,14,76,39,20,72,186,224,120
1/1/2012,2012,1,1,20,1,8,221,63,89,109,59,177,7,56,32,18,23,123,37,41,66,262,262,87
1/1/2012,2012,1,1,20,1,9,458,82,210,315,260,336,12,127,64,54,50,155,74,58,96,296,371,108
1/1/2012,2012,1,1,20,1,10,906,166,394,891,601,647,33,235,54,52,64,238,119,92,90,583,643,141
1/1/2012,2012,1,1,20,1,11,1429,171,598,1416,1292,768,18,331,56,59,53,243,110,80,144,934,917,188
1/1/2012,2012,1,1,20,1,12,1693,212,563,1466,1551,1193,20,575,119,63,83,264,160,78,103,1168,833,182
1/1/2012,2012,1,1,20,1,13,1860,163,727,1705,1763,1626,43,597,83,46,62,343,134,90,75,1367,1065,273
1/1/2012,2012,1,1,20,1,14,1917,148,536,1811,2046,2006,48,453,66,68,54,304,98,86,68,1464,1007,269
1/1/2012,2012,1,1,20,1,15,2015,143,466,1506,2006,2023,36,496,84,65,78,224,104,68,101,1313,1044,257
1/1/2012,2012,1,1,20,1,16,1703,116,345,1384,1811,1681,37,595,71,74,69,265,115,74,76,1206,1086,275
1/1/2012,2012,1,1,20,1,17,1620,118,308,936,1264,1539,35,486,56,64,90,281,153,57,116,1095,1041,292
1/1/2012,2012,1,1,20,1,18,1196,115,247,528,971,1647,49,491,48,62,127,242,85,62,106,955,969,324
1/1/2012,2012,1,1,20,1,19,1375,121,215,527,751,1479,51,661,41,29,65,416,208,83,110,958,883,249
1/1/2012,2012,1,1,20,1,20,1178,112,190,512,700,1233,60,616,50,50,71,578,335,64,150,1152,852,247
1/1/2012,2012,1,1,20,1,21,1142,137,223,356,549,1332,23,580,66,49,70,608,399,88,107,1577,953,445
1/1/2012,2012,1,1,20,1,22,1052,81,173,280,364,838,31,412,29,44,63,414,256,37,74,2108,791,371
1/1/2012,2012,1,1,20,1,23,930,70,132,168,247,652,22,252,25,36,48,191,96,15,44,2336,790,400
2/1/2012,2012,1,2,10,2,0,367,33,67,88,83,271,23,110,23,25,19,51,22,8,14,285,294,143
2/1/2012,2012,1,2,10,2,1,151,7,38,46,57,125,7,50,9,11,29,45,24,1,12,78,140,59
2/1/2012,2012,1,2,10,2,2,57,18,17,32,18,49,4,16,4,4,6,17,0,0,8,34,56,16
2/1/2012,2012,1,2,10,2,3,59,7,13,14,23,33,12,18,2,5,4,3,1,2,6,33,47,23
2/1/2012,2012,1,2,10,2,4,58,6,12,24,22,34,6,13,4,0,5,8,0,3,12,55,76,43
2/1/2012,2012,1,2,10,2,5,54,7,27,9,18,29,6,9,10,17,9,6,6,5,7,43,101,57
2/1/2012,2012,1,2,10,2,6,73,14,36,29,21,76,7,17,23,12,7,15,11,16,26,37,76,38
2/1/2012,2012,1,2,10,2,7,121,49,55,31,51,80,10,37,15,22,27,55,24,56,68,80,142,65
2/1/2012,2012,1,2,10,2,8,250,55,91,143,154,138,11,88,46,35,27,75,36,67,112,140,217,81
2/1/2012,2012,1,2,10,2,9,651,94,247,562,405,309,40,184,46,51,49,104,36,84,134,249,474,104
2/1/2012,2012,1,2,10,2,10,1084,138,453,1252,901,551,33,350,65,29,41,77,45,85,76,484,627,139
2/1/2012,2012,1,2,10,2,11,1587,157,736,1744,1446,726,21,476,86,41,41,89,49,91,73,621,769,193
2/1/2012,2012,1,2,10,2,12,1819,156,917,2077,1740,1158,31,605,76,67,54,75,25,59,61,785,822,163
2/1/2012,2012,1,2,10,2,13,1980,215,779,2139,1917,1241,29,670,85,48,31,77,21,46,55,875,929,164
2/1/2012,2012,1,2,10,2,14,2172,172,775,2230,2019,1485,41,694,73,60,65,125,29,72,61,847,1032,235
2/1/2012,2012,1,2,10,2,15,2093,166,741,2187,1929,1627,41,604,71,44,47,81,24,63,51,900,1021,220
2/1/2012,2012,1,2,10,2,16,2059,163,697,1989,2029,1544,43,582,82,47,58,65,21,53,52,743,1179,212
2/1/2012,2012,1,2,10,2,17,1937,123,480,1529,1628,1470,26,544,73,76,85,132,38,63,76,793,899,162
2/1/2012,2012,1,2,10,2,18,1424,160,354,795,1253,1556,30,557,81,94,131,280,46,68,45,660,770,227
2/1/2012,2012,1,2,10,2,19,1031,72,194,434,930,1139,32,534,77,73,68,210,62,40,48,570,746,244
2/1/2012,2012,1,2,10,2,20,956,123,257,313,611,1177,24,538,78,43,80,344,232,53,99,720,906,272
2/1/2012,2012,1,2,10,2,21,920,79,159,312,475,1218,59,529,38,46,113,610,280,48,72,777,870,293
2/1/2012,2012,1,2,10,2,22,700,66,129,176,347,752,39,272,20,62,76,485,280,40,63,509,751,320
2/1/2012,2012,1,2,10,2,23,477,63,73,133,217,374,22,201,15,15,42,95,55,8,15,425,542,235
3/1/2012,2012,1,3,10,3,0,262,44,55,74,63,200,13,99,16,15,14,65,13,26,17,176,266,102
3/1/2012,2012,1,3,10,3,1,81,12,38,33,50,77,11,63,0,0,3,15,4,5,2,48,99,40
3/1/2012,2012,1,3,10,3,2,48,15,17,14,9,50,4,43,6,3,8,7,5,6,1,44,68,29
3/1/2012,2012,1,3,10,3,3,44,17,4,5,7,20,0,22,2,5,3,11,3,2,15,44,41,9
3/1/2012,2012,1,3,10,3,4,40,7,7,24,10,19,19,11,0,3,3,9,3,2,0,50,45,29
3/1/2012,2012,1,3,10,3,5,45,23,18,18,31,43,42,18,17,21,5,5,3,12,19,56,92,33
3/1/2012,2012,1,3,10,3,6,94,142,59,59,34,67,295,51,103,136,50,22,2,51,53,146,267,94
3/1/2012,2012,1,3,10,3,7,275,414,207,217,182,186,1124,134,386,564,214,73,36,186,194,330,885,272
3/1/2012,2012,1,3,10,3,8,661,1171,540,595,514,486,2664,385,1080,1123,436,190,53,301,238,713,1846,506
3/1/2012,2012,1,3,10,3,9,860,788,642,863,547,518,953,413,499,622,258,143,46,130,87,562,1119,237
3/1/2012,2012,1,3,10,3,10,1250,542,786,1431,966,755,392,541,309,212,144,128,48,86,71,623,902,190
3/1/2012,2012,1,3,10,3,11,1875,394,1012,2108,1669,772,298,773,273,208,98,199,61,110,86,749,1009,231
3/1/2012,2012,1,3,10,3,12,2734,1291,1749,3392,2646,994,511,1161,430,640,220,286,113,338,135,930,1643,365
3/1/2012,2012,1,3,10,3,13,3126,1232,1925,3820,2839,1294,561,1303,514,514,215,333,193,282,204,1100,1762,401
3/1/2012,2012,1,3,10,3,14,2802,512,1383,2924,2312,1433,374,1265,350,207,151,265,152,147,142,991,1561,389
3/1/2012,2012,1,3,10,3,15,2775,493,1286,2996,2187,1589,544,1369,331,244,122,253,145,145,189,1032,1590,436
3/1/2012,2012,1,3,10,3,16,2813,537,1134,2926,2250,1680,1192,1344,686,787,335,275,141,259,226,1225,2107,517
3/1/2012,2012,1,3,10,3,17,2564,776,1068,2651,2107,1843,2084,1410,1030,1233,554,309,114,417,311,1563,2802,846
3/1/2012,2012,1,3,10,3,18,2046,325,546,1297,1448,1908,627,1180,329,373,218,424,210,226,256,964,1586,470
3/1/2012,2012,1,3,10,3,19,1388,220,263,662,1016,1520,192,887,116,128,101,412,225,104,146,817,954,302
3/1/2012,2012,1,3,10,3,20,1143,147,223,427,614,1410,113,823,71,91,67,446,279,78,133,897,809,326
3/1/2012,2012,1,3,10,3,21,988,131,229,371,459,1109,67,545,57,69,46,406,308,55,115,810,845,317
3/1/2012,2012,1,3,10,3,22,709,118,103,218,334,753,55,411,43,37,40,217,101,17,55,595,560,239
3/1/2012,2012,1,3,10,3,23,469,62,86,180,203,417,51,211,22,29,26,89,28,18,36,359,469,215
4/1/2012,2012,1,4,10,4,0,249,12,46,62,59,258,20,93,4,14,12,15,10,12,16,149,239,95
4/1/2012,2012,1,4,10,4,1,107,9,24,32,31,98,7,86,7,20,5,7,3,10,11,82,61,26
4/1/2012,2012,1,4,10,4,2,57,9,8,13,22,38,11,31,3,11,0,1,0,4,4,20,42,17
4/1/2012,2012,1,4,10,4,3,50,10,7,35,16,27,5,19,4,2,2,2,9,2,30,31,17,11
4/1/2012,2012,1,4,10,4,4,37,7,7,7,10,28,2,12,0,4,0,0,0,2,5,48,50,26
4/1/2012,2012,1,4,10,4,5,53,38,10,13,21,40,37,17,20,23,9,4,2,10,20,66,104,46
4/1/2012,2012,1,4,10,4,6,105,159,52,76,26,67,336,51,105,143,29,39,18,64,50,140,307,93
4/1/2012,2012,1,4,10,4,7,301,508,215,245,132,176,1111,166,428,569,184,33,11,188,134,375,776,238
4/1/2012,2012,1,4,10,4,8,644,1165,500,572,392,406,3205,344,1121,1324,555,94,27,267,130,794,2070,521
4/1/2012,2012,1,4,10,4,9,832,794,632,765,602,438,1163,340,584,667,279,102,40,129,91,652,1137,293
4/1/2012,2012,1,4,10,4,10,1398,534,923,1287,1080,667,406,475,340,217,129,113,52,92,81,648,870,236
4/1/2012,2012,1,4,10,4,11,2231,506,1269,2406,1717,849,358,720,290,261,137,181,91,163,168,1109,1239,412
4/1/2012,2012,1,4,10,4,12,3224,1324,2238,3550,3022,1156,637,1222,522,685,265,366,241,462,254,1416,2039,518
4/1/2012,2012,1,4,10,4,13,3809,1362,2648,4517,3449,1848,479,1457,545,656,195,390,231,429,369,1540,2206,572
4/1/2012,2012,1,4,10,4,14,3336,688,1915,3790,3029,2007,425,1448,356,310,122,368,200,196,495,1452,1871,493
4/1/2012,2012,1,4,10,4,15,3347,558,1681,3750,2920,2008,563,1553,456,327,136,430,268,159,400,1671,1943,588
4/1/2012,2012,1,4,10,4,16,3313,561,1634,3247,2697,2033,1207,1569,718,884,391,383,208,292,455,1747,2431,627
4/1/2012,2012,1,4,10,4,17,3158,994,1333,3164,2580,2118,2342,1556,1107,1474,630,342,186,438,997,2052,3283,966
4/1/2012,2012,1,4,10,4,18,2295,627,661,1705,1866,1730,810,1200,420,509,282,377,210,196,1079,1293,1804,631
4/1/2012,2012,1,4,10,4,19,1625,398,392,761,1192,1550,289,944,153,170,138,332,113,102,229,973,1285,377
4/1/2012,2012,1,4,10,4,20,1299,284,290,468,744,1328,169,754,74,89,92,347,157,64,150,719,928,302
4/1/2012,2012,1,4,10,4,21,894,171,215,270,511,991,114,534,68,69,87,176,74,36,138,685,871,268
4/1/2012,2012,1,4,10,4,22,661,118,131,266,291,794,80,456,62,37,51,69,20,29,921,675,798,272
4/1/2012,2012,1,4,10,4,23,445,99,93,183,182,407,50,249,16,36,16,45,8,15,37,321,514,231
5/1/2012,2012,1,5,10,5,0,183,32,35,47,78,147,22,75,7,19,8,8,2,11,7,162,188,69
5/1/2012,2012,1,5,10,5,1,76,17,13,35,35,71,7,51,9,8,7,0,0,3,1,40,72,35
5/1/2012,2012,1,5,10,5,2,42,14,3,32,8,53,3,33,8,3,2,10,5,7,1,24,55,27
5/1/2012,2012,1,5,10,5,3,30,7,18,19,20,17,1,22,2,1,1,6,8,1,13,19,24,7
5/1/2012,2012,1,5,10,5,4,47,28,7,5,10,37,5,12,2,2,0,4,4,0,9,26,44,32
5/1/2012,2012,1,5,10,5,5,47,32,17,16,17,28,41,18,12,20,11,7,1,14,24,59,96,31
5/1/2012,2012,1,5,10,5,6,100,118,48,85,51,85,291,52,114,153,32,44,20,60,56,137,283,101
5/1/2012,2012,1,5,10,5,7,263,497,230,227,207,208,1066,158,391,629,176,67,28,228,217,417,902,278
5/1/2012,2012,1,5,10,5,8,719,1241,569,593,472,441,2998,402,1156,1492,446,121,31,357,364,883,2030,575
5/1/2012,2012,1,5,10,5,9,970,798,700,915,662,583,1317,406,681,684,291,154,71,157,146,778,1271,347
5/1/2012,2012,1,5,10,5,10,1638,526,1030,1324,1230,777,524,547,357,253,156,138,67,106,171,855,1161,334
5/1/2012,2012,1,5,10,5,11,2350,511,1439,2308,1862,859,465,722,322,279,131,240,153,153,281,1114,1347,406
5/1/2012,2012,1,5,10,5,12,3417,1413,2476,3922,3092,1383,712,1374,505,755,308,425,263,435,482,1519,2150,545
5/1/2012,2012,1,5,10,5,13,3864,1467,2578,4731,3559,2190,670,1649,605,650,250,457,279,473,459,1647,2289,555
5/1/2012,2012,1,5,10,5,14,3733,726,1957,3849,2892,2054,448,1385,365,313,181,398,221,194,423,1687,1954,535
5/1/2012,2012,1,5,10,5,15,3592,571,1812,3699,2826,2219,556,1467,405,316,179,435,231,172,313,1602,2018,576
5/1/2012,2012,1,5,10,5,16,3278,617,1542,3265,2695,2001,1269,1613,713,891,374,335,220,245,320,1646,2197,578
5/1/2012,2012,1,5,10,5,17,3093,1013,1399,2955,2637,2161,2270,1527,1124,1451,598,353,160,477,443,1819,3295,1004
5/1/2012,2012,1,5,10,5,18,2482,556,843,2159,2014,1979,773,1275,447,511,304,339,146,258,290,1159,1983,607
5/1/2012,2012,1,5,10,5,19,1900,392,431,1075,1444,1655,239,956,170,193,131,329,184,111,168,922,1301,358
5/1/2012,2012,1,5,10,5,20,1459,314,336,599,1045,1506,146,750,75,104,83,262,143,56,95,691,1041,358
5/1/2012,2012,1,5,10,5,21,1176,177,244,359,538,1262,94,530,82,70,73,200,93,45,54,720,912,361
5/1/2012,2012,1,5,10,5,22,709,115,146,211,306,804,64,411,60,64,14,131,59,19,32,544,694,233
5/1/2012,2012,1,5,10,5,23,606,88,90,146,182,581,40,209,39,20,12,49,22,22,21,328,503,210
6/1/2012,2012,1,6,10,6,0,264,27,40,67,86,278,31,94,20,15,5,25,15,15,17,138,219,117
6/1/2012,2012,1,6,10,6,1,161,11,12,26,45,160,12,72,8,3,3,4,4,0,9,112,72,42
6/1/2012,2012,1,6,10,6,2,79,12,33,126,26,64,7,65,7,3,2,15,7,4,3,41,54,30
6/1/2012,2012,1,6,10,6,3,58,14,19,13,21,41,2,27,132,3,2,8,5,3,4,24,36,20
6/1/2012,2012,1,6,10,6,4,52,38,15,6,27,31,1,9,4,1,1,5,12,4,3,55,49,43
6/1/2012,2012,1,6,10,6,5,63,26,11,13,31,52,43,26,21,25,6,10,4,12,10,50,94,30
6/1/2012,2012,1,6,10,6,6,108,143,53,84,42,87,300,33,120,144,38,23,10,57,50,145,283,101
6/1/2012,2012,1,6,10,6,7,251,448,252,229,188,200,1118,160,401,597,188,73,23,209,184,405,836,282
6/1/2012,2012,1,6,10,6,8,732,1161,559,605,522,497,2709,425,1097,1301,431,147,28,335,310,868,2092,591
6/1/2012,2012,1,6,10,6,9,1004,786,748,891,733,575,1222,354,590,667,275,122,53,145,151,640,1189,321
6/1/2012,2012,1,6,10,6,10,1578,515,1015,1382,1335,868,448,564,383,268,121,213,91,133,163,780,1062,332
6/1/2012,2012,1,6,10,6,11,2286,588,1508,2113,2140,996,460,629,330,244,138,275,184,162,238,1121,1380,361
6/1/2012,2012,1,6,10,6,12,3333,1534,2326,3644,3370,1671,658,1342,543,734,306,490,319,583,355,1365,2156,573
6/1/2012,2012,1,6,10,6,13,3808,1415,2730,4535,3703,2281,712,1580,595,654,304,441,305,447,397,1645,2244,511
6/1/2012,2012,1,6,10,6,14,3567,731,1812,3710,3116,2264,492,1424,383,325,186,470,274,264,317,1621,2020,583
6/1/2012,2012,1,6,10,6,15,3597,558,1729,3313,2833,2162,694,1355,410,369,154,437,290,197,338,1580,1969,601
6/1/2012,2012,1,6,10,6,16,3400,714,1683,3310,2866,2298,1378,1542,692,944,426,336,239,267,346,1722,2479,639
6/1/2012,2012,1,6,10,6,17,3355,968,1523,3325,2962,2402,1827,1736,906,1255,526,378,177,434,434,2042,3242,932
6/1/2012,2012,1,6,10,6,18,2949,559,1038,2474,2549,2434,582,1280,346,375,260,340,248,200,242,1295,1902,572
6/1/2012,2012,1,6,10,6,19,2890,419,598,1764,1858,2075,243,1107,180,161,148,341,235,139,181,1143,1514,511
6/1/2012,2012,1,6,10,6,20,2481,365,439,1350,1596,1927,149,1017,104,104,158,373,235,85,137,1030,1231,399
6/1/2012,2012,1,6,10,6,21,2316,251,291,653,962,1858,107,849,100,67,121,270,162,59,107,1011,1213,363
6/1/2012,2012,1,6,10,6,22,1112,182,237,353,425,1184,92,557,91,54,55,199,94,25,89,850,1047,361
6/1/2012,2012,1,6,10,6,23,1489,164,188,300,298,1137,82,484,81,49,56,109,48,31,51,628,824,344
7/1/2012,2012,1,7,20,7,0,737,74,135,210,203,617,40,349,42,30,52,70,15,9,24,395,544,221
7/1/2012,2012,1,7,20,7,1,395,54,86,143,123,365,19,198,12,11,22,19,6,1,19,172,255,83
7/1/2012,2012,1,7,20,7,2,266,30,63,124,64,245,6,120,6,9,23,6,4,3,42,100,138,72
7/1/2012,2012,1,7,20,7,3,211,19,47,67,49,187,7,57,16,7,18,10,6,4,12,73,79,47
7/1/2012,2012,1,7,20,7,4,111,30,16,34,30,75,5,55,15,1,3,12,11,6,3,39,76,44
7/1/2012,2012,1,7,20,7,5,70,19,23,35,27,35,6,45,20,5,3,3,6,4,4,55,75,43
7/1/2012,2012,1,7,20,7,6,94,25,21,37,30,58,15,31,19,17,5,12,4,14,15,50,116,55
7/1/2012,2012,1,7,20,7,7,176,13,94,69,67,128,18,48,33,41,16,38,14,52,88,116,279,128
7/1/2012,2012,1,7,20,7,8,300,0,186,187,218,198,31,78,89,42,43,87,44,82,121,231,279,100
7/1/2012,2012,1,7,20,7,9,698,143,463,603,470,434,51,182,85,71,49,155,60,79,158,452,526,193
7/1/2012,2012,1,7,20,7,10,1470,173,772,1329,1054,670,68,412,99,68,102,174,93,124,200,743,837,263
7/1/2012,2012,1,7,20,7,11,2074,242,1035,2024,1638,1073,67,680,131,74,113,221,117,151,245,1077,1053,328
7/1/2012,2012,1,7,20,7,12,2462,207,1427,2473,2252,1546,47,935,139,100,68,308,180,158,290,1157,1208,388
7/1/2012,2012,1,7,20,7,13,2783,286,1454,2838,2436,1850,84,1111,119,84,105,426,261,138,274,1363,1671,536
7/1/2012,2012,1,7,20,7,14,2988,241,1600,3277,2594,1985,63,1140,144,64,80,467,278,139,322,1363,1404,469
7/1/2012,2012,1,7,20,7,15,3146,288,1549,3447,2710,2096,74,1332,176,68,63,505,303,164,355,1522,1634,460
7/1/2012,2012,1,7,20,7,16,3020,264,1329,3049,2802,1995,92,1274,154,123,65,355,253,145,426,1468,1683,465
7/1/2012,2012,1,7,20,7,17,2399,383,759,2132,2132,1812,70,1083,121,96,72,432,284,91,924,1269,1435,431
7/1/2012,2012,1,7,20,7,18,1891,383,451,1010,1370,1878,54,920,126,93,104,494,346,111,1904,1142,1180,350
7/1/2012,2012,1,7,20,7,19,1472,329,282,586,928,1517,31,776,66,76,64,483,270,57,547,1047,1043,319
7/1/2012,2012,1,7,20,7,20,1483,276,292,496,845,1433,31,731,86,41,78,484,292,42,174,919,997,358
7/1/2012,2012,1,7,20,7,21,1378,195,243,412,417,1411,25,559,47,46,62,189,68,29,653,820,897,252
7/1/2012,2012,1,7,20,7,22,1206,203,225,347,321,1117,46,467,68,53,71,170,63,47,1602,788,1006,291
7/1/2012,2012,1,7,20,7,23,1132,150,201,271,270,732,38,383,56,40,84,167,68,22,72,603,797,281
8/1/2012,2012,1,8,20,1,0,1062,72,92,247,196,594,20,258,38,21,44,63,22,7,12,353,579,239
8/1/2012,2012,1,8,20,1,1,824,42,82,169,147,328,13,218,14,7,39,29,8,6,12,195,204,83
8/1/2012,2012,1,8,20,1,2,674,32,71,118,104,231,13,95,13,6,16,22,9,5,7,109,148,48
8/1/2012,2012,1,8,20,1,3,850,29,46,108,63,231,20,46,16,7,9,2,1,4,20,61,175,78
8/1/2012,2012,1,8,20,1,4,229,10,23,45,40,65,3,22,2,3,6,8,5,3,14,23,59,33
8/1/2012,2012,1,8,20,1,5,109,9,29,42,16,72,4,25,3,7,3,5,4,4,7,43,38,19
8/1/2012,2012,1,8,20,1,6,65,11,23,23,39,49,10,27,12,5,2,8,2,3,15,58,46,32
8/1/2012,2012,1,8,20,1,7,115,24,55,51,45,69,10,32,23,23,8,29,7,28,26,77,136,64
8/1/2012,2012,1,8,20,1,8,186,67,93,105,107,179,19,79,22,37,19,33,15,39,58,162,242,95
8/1/2012,2012,1,8,20,1,9,495,108,248,406,333,462,36,118,63,59,65,48,51,53,101,241,326,98
8/1/2012,2012,1,8,20,1,10,942,181,596,834,711,510,37,244,79,64,76,109,66,44,97,507,530,126
8/1/2012,2012,1,8,20,1,11,1371,205,896,1506,1376,898,51,490,76,84,105,295,294,103,117,850,911,293
8/1/2012,2012,1,8,20,1,12,1913,241,985,2081,1783,1342,61,758,135,62,108,405,516,144,187,1195,1007,294
8/1/2012,2012,1,8,20,1,13,2411,210,1129,2281,2241,1643,46,972,116,52,81,649,658,136,201,1330,1158,349
8/1/2012,2012,1,8,20,1,14,2663,200,1273,2701,2538,1867,57,1112,126,66,65,623,806,143,243,1574,1401,395
8/1/2012,2012,1,8,20,1,15,2737,215,1169,2637,2685,1987,48,1128,133,69,117,533,700,150,321,1522,1469,426
8/1/2012,2012,1,8,20,1,16,2729,223,962,2476,2448,1881,55,1250,118,83,83,540,615,181,360,1488,1454,448
8/1/2012,2012,1,8,20,1,17,2286,141,597,1829,1669,1850,53,1158,112,78,123,536,495,105,345,1173,1396,487
8/1/2012,2012,1,8,20,1,18,1714,177,329,867,1111,1633,33,820,86,108,76,464,326,125,215,965,1325,406
8/1/2012,2012,1,8,20,1,19,1379,104,250,472,763,1387,48,698,57,60,85,432,200,90,174,754,879,327
