Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
1/16/2012,2012,1,16,10,2,15,3184,619,1619,2671,2499,2007,936,975,518,477,233,148,78,114,525,1564,1621,434
1/16/2012,2012,1,16,10,2,16,2913,727,1293,2443,2196,1959,1851,982,885,977,435,129,61,228,637,1519,2126,587
1/16/2012,2012,1,16,10,2,17,3176,1365,1365,2411,2376,2002,3838,1470,1647,2113,947,154,76,553,1638,2337,4001,1121
1/16/2012,2012,1,16,10,2,18,2398,830,783,1318,1780,1923,1385,1116,683,831,438,203,173,353,1768,1348,1959,584
1/16/2012,2012,1,16,10,2,19,1591,382,441,756,884,1392,383,777,219,270,153,188,89,141,1054,1024,1154,310
1/16/2012,2012,1,16,10,2,20,1272,339,296,573,601,1183,192,676,142,127,123,307,144,94,1071,797,913,250
1/16/2012,2012,1,16,10,2,21,1119,274,271,316,403,1102,140,507,136,94,111,260,203,82,730,736,955,297
1/16/2012,2012,1,16,10,2,22,932,198,200,263,224,811,59,312,109,60,46,179,150,40,654,612,788,260
1/16/2012,2012,1,16,10,2,23,662,172,112,210,129,482,41,205,54,22,23,65,34,18,1005,672,501,188
1/17/2012,2012,1,17,10,3,0,217,50,37,72,58,178,27,95,15,20,17,21,10,15,36,203,194,61
1/17/2012,2012,1,17,10,3,1,86,22,20,70,5,64,5,47,10,9,12,16,11,9,14,51,47,14
1/17/2012,2012,1,17,10,3,2,42,15,15,20,3,43,7,29,7,0,0,2,12,2,9,33,23,13
1/17/2012,2012,1,17,10,3,3,15,12,8,9,1,35,5,21,6,2,2,1,0,2,33,20,12,8
1/17/2012,2012,1,17,10,3,4,39,11,10,30,8,20,7,20,8,3,2,3,0,4,4,25,43,27
1/17/2012,2012,1,17,10,3,5,46,38,14,24,33,54,59,17,21,34,22,18,17,26,26,70,107,44
1/17/2012,2012,1,17,10,3,6,168,203,98,97,90,120,490,68,167,382,107,57,18,121,131,289,390,154
1/17/2012,2012,1,17,10,3,7,399,627,381,324,245,281,1872,223,657,996,379,121,57,330,354,681,1317,404
1/17/2012,2012,1,17,10,3,8,1008,1941,987,840,589,642,4824,676,1770,2075,767,204,61,447,518,1533,3464,893
1/17/2012,2012,1,17,10,3,9,1341,1054,1097,1204,710,625,2067,511,890,802,397,108,39,167,704,859,1745,417
1/17/2012,2012,1,17,10,3,10,1897,663,985,1648,1104,845,767,566,455,345,230,115,45,100,944,666,1187,332
1/17/2012,2012,1,17,10,3,11,2069,576,1378,1945,1568,950,610,696,429,295,204,129,58,109,963,804,1106,343
1/17/2012,2012,1,17,10,3,12,2985,1633,2585,3285,2775,1659,937,1379,634,915,420,256,104,354,470,1143,1892,422
1/17/2012,2012,1,17,10,3,13,3425,1545,2777,4010,3285,1897,1086,1276,767,806,301,208,88,335,422,1102,1971,383
1/17/2012,2012,1,17,10,3,14,2998,751,1805,2511,2286,1724,700,978,500,374,213,184,107,145,399,1069,1408,286
1/17/2012,2012,1,17,10,3,15,2600,644,1483,2429,2010,1749,911,1039,547,462,256,136,74,142,420,1145,1681,459
1/17/2012,2012,1,17,10,3,16,2943,691,1288,2388,1871,1709,1828,1132,973,977,491,125,68,212,1400,1410,2174,555
1/17/2012,2012,1,17,10,3,17,2990,1304,1331,2358,2157,1963,3898,144,1704,2206,902,193,87,522,1468,2191,3881,1105
1/17/2012,2012,1,17,10,3,18,2352,880,768,1461,1611,2049,1432,0,673,790,431,232,77,328,1452,1451,2189,658
1/17/2012,2012,1,17,10,3,19,1512,346,407,659,850,1486,388,0,232,256,184,319,131,145,596,911,1103,331
1/17/2012,2012,1,17,10,3,20,1226,248,256,433,593,1323,234,2,138,138,98,354,190,120,628,772,1002,284
1/17/2012,2012,1,17,10,3,21,1122,226,204,336,348,1190,150,0,106,96,90,364,266,79,490,888,942,277
1/17/2012,2012,1,17,10,3,22,866,142,143,214,251,864,71,0,57,29,52,243,126,40,689,625,756,190
1/17/2012,2012,1,17,10,3,23,470,74,104,115,127,507,59,61,27,33,39,127,36,13,349,425,455,182
1/18/2012,2012,1,18,10,4,0,379,55,98,89,43,249,20,121,24,21,8,9,5,8,368,242,249,100
1/18/2012,2012,1,18,10,4,1,168,34,19,35,19,111,10,44,8,14,2,29,5,6,354,88,101,22
1/18/2012,2012,1,18,10,4,2,63,5,13,11,21,64,9,25,3,5,3,5,13,2,5,14,36,13
1/18/2012,2012,1,18,10,4,3,39,18,7,34,9,33,6,19,4,0,3,6,3,2,27,31,27,4
1/18/2012,2012,1,18,10,4,4,48,12,5,5,13,22,2,13,5,3,0,2,1,0,6,34,48,38
1/18/2012,2012,1,18,10,4,5,53,37,28,10,33,47,58,17,23,34,19,9,12,20,22,62,109,42
1/18/2012,2012,1,18,10,4,6,152,207,76,107,54,126,493,62,178,375,109,60,21,111,133,263,447,169
1/18/2012,2012,1,18,10,4,7,435,716,350,317,190,262,1810,208,665,971,326,98,34,287,320,668,1368,395
1/18/2012,2012,1,18,10,4,8,1019,1940,897,905,629,651,4813,687,1729,1897,722,182,55,475,516,1534,3322,914
1/18/2012,2012,1,18,10,4,9,1406,1260,1077,1208,773,640,2019,485,954,820,411,127,33,155,767,906,1662,399
1/18/2012,2012,1,18,10,4,10,1912,650,1167,1716,1080,774,735,542,531,323,274,104,53,116,1792,1018,1182,311
1/18/2012,2012,1,18,10,4,11,2413,639,1478,2334,1543,1006,622,844,407,335,201,192,122,141,1198,1198,1273,336
1/18/2012,2012,1,18,10,4,12,3443,1569,2284,3958,2686,1699,915,1349,801,819,399,304,196,442,883,1497,2085,590
1/18/2012,2012,1,18,10,4,13,3931,1676,2568,4320,3183,2089,1152,1571,677,700,353,379,184,391,713,1440,2301,539
1/18/2012,2012,1,18,10,4,14,3332,838,1963,3311,2721,1852,715,1400,501,395,193,248,145,155,568,1440,1748,489
1/18/2012,2012,1,18,10,4,15,3295,717,1779,3026,2496,1848,926,1253,514,493,217,250,171,159,546,1732,1822,522
1/18/2012,2012,1,18,10,4,16,3506,728,1611,2948,2348,2029,1737,1393,966,1045,471,247,110,271,1403,2376,2313,672
1/18/2012,2012,1,18,10,4,17,3465,1461,1509,2826,2317,2044,3690,1625,1558,2149,811,230,125,586,1842,2430,4110,1227
1/18/2012,2012,1,18,10,4,18,2609,885,902,1695,1806,1957,1441,1347,731,796,447,294,157,306,1636,1797,2326,732
1/18/2012,2012,1,18,10,4,19,1701,411,452,850,1023,1453,461,920,235,273,221,287,169,157,938,1117,1344,371
1/18/2012,2012,1,18,10,4,20,1261,352,299,505,628,1324,270,820,155,140,116,225,108,90,471,718,947,292
1/18/2012,2012,1,18,10,4,21,1184,197,265,369,383,1122,144,523,103,85,101,234,97,45,809,986,969,284
1/18/2012,2012,1,18,10,4,22,866,147,191,277,254,842,75,390,64,72,70,90,47,31,431,725,905,271
1/18/2012,2012,1,18,10,4,23,621,97,123,167,118,481,80,214,54,34,22,39,10,18,627,563,534,215
1/19/2012,2012,1,19,10,5,0,332,49,44,80,55,222,46,118,26,17,15,12,5,9,294,227,218,84
1/19/2012,2012,1,19,10,5,1,103,29,21,28,43,68,5,34,7,0,2,3,1,1,9,40,57,16
1/19/2012,2012,1,19,10,5,2,49,16,12,29,12,63,8,33,2,0,1,1,3,4,4,28,42,10
1/19/2012,2012,1,19,10,5,3,38,11,13,17,14,26,2,14,6,7,5,4,2,0,8,24,18,20
1/19/2012,2012,1,19,10,5,4,32,12,9,3,13,24,2,9,4,2,1,5,7,6,19,41,47,37
1/19/2012,2012,1,19,10,5,5,37,38,18,59,14,37,57,20,16,29,19,22,14,24,10,57,121,48
1/19/2012,2012,1,19,10,5,6,145,206,93,85,59,122,466,61,159,360,114,58,25,128,124,264,440,149
1/19/2012,2012,1,19,10,5,7,421,618,349,316,231,280,1814,212,603,940,306,138,57,336,324,737,1299,388
1/19/2012,2012,1,19,10,5,8,996,1899,970,922,661,625,4911,612,1790,2217,863,177,65,526,551,1589,3452,953
1/19/2012,2012,1,19,10,5,9,1509,1344,1152,1236,788,678,2231,560,977,963,405,152,56,191,854,1123,1772,496
1/19/2012,2012,1,19,10,5,10,2074,689,1298,1616,1237,921,781,593,489,369,258,173,89,96,2217,1094,1337,371
1/19/2012,2012,1,19,10,5,11,2504,705,1627,2387,1760,1099,657,778,510,405,217,229,108,155,1317,1264,1397,387
1/19/2012,2012,1,19,10,5,12,3511,1716,2650,3977,3004,1849,895,1468,808,964,432,377,221,496,840,1656,2451,626
1/19/2012,2012,1,19,10,5,13,4191,1800,2994,4699,3654,2337,1299,1692,837,932,318,406,258,453,862,1775,2479,574
1/19/2012,2012,1,19,10,5,14,3698,925,2066,3472,2773,2065,671,1310,571,414,235,274,206,220,717,1545,1786,492
1/19/2012,2012,1,19,10,5,15,3422,726,1828,3323,2512,1968,928,1234,607,473,261,310,191,168,781,1944,1954,524
1/19/2012,2012,1,19,10,5,16,3570,804,1691,3099,2489,2053,1865,1437,931,1168,450,570,102,279,1729,2070,2600,698
1/19/2012,2012,1,19,10,5,17,3809,1524,1679,3254,2770,2192,3631,1655,1691,2289,916,369,141,617,2193,2689,4170,1239
1/19/2012,2012,1,19,10,5,18,2886,927,1031,2287,2186,2091,1351,1313,726,789,481,342,158,383,2997,1865,2514,773
1/19/2012,2012,1,19,10,5,19,2412,484,562,1282,1504,1707,429,980,280,317,170,266,175,174,1597,1303,1328,403
1/19/2012,2012,1,19,10,5,20,1727,345,366,714,1096,1432,256,807,195,142,124,322,172,95,527,871,1198,332
1/19/2012,2012,1,19,10,5,21,1315,265,278,422,539,1326,128,575,92,96,78,201,136,79,465,939,1014,328
1/19/2012,2012,1,19,10,5,22,983,182,217,267,302,793,92,385,74,77,63,80,26,25,1955,1053,863,319
1/19/2012,2012,1,19,10,5,23,913,187,205,210,189,537,70,260,91,45,35,55,33,15,2100,715,739,242
1/20/2012,2012,1,20,10,6,0,301,61,60,114,50,303,34,101,26,14,11,15,7,6,30,275,269,114
1/20/2012,2012,1,20,10,6,1,143,53,16,56,53,102,6,76,18,17,3,2,3,1,5,82,113,56
1/20/2012,2012,1,20,10,6,2,84,16,22,31,33,63,6,42,18,7,2,1,2,1,19,27,40,19
1/20/2012,2012,1,20,10,6,3,69,10,13,12,34,46,2,30,9,1,6,9,4,3,13,47,29,17
1/20/2012,2012,1,20,10,6,4,50,14,7,34,13,32,5,11,1,0,0,0,2,3,16,59,69,51
1/20/2012,2012,1,20,10,6,5,69,42,15,15,22,52,62,24,19,27,26,18,13,24,18,73,139,48
1/20/2012,2012,1,20,10,6,6,159,210,77,100,52,142,457,70,155,401,104,51,30,110,128,263,376,154
1/20/2012,2012,1,20,10,6,7,419,552,368,285,203,231,1673,219,664,1031,275,126,51,260,278,629,1291,352
1/20/2012,2012,1,20,10,6,8,1016,1771,938,850,658,607,4652,623,1638,2426,723,177,58,506,437,1472,3213,870
1/20/2012,2012,1,20,10,6,9,1551,1223,1149,1193,835,704,2134,514,983,1171,450,144,55,175,688,946,1865,434
1/20/2012,2012,1,20,10,6,10,2133,703,1471,1709,1282,901,838,624,495,452,275,154,68,133,2250,1033,1231,396
1/20/2012,2012,1,20,10,6,11,2516,627,1857,2432,1688,1243,692,817,450,416,184,177,101,131,1326,1215,1339,416
1/20/2012,2012,1,20,10,6,12,3700,1491,2819,3888,3186,2087,858,1395,720,1130,338,369,132,441,874,1689,2348,640
1/20/2012,2012,1,20,10,6,13,4022,1546,3123,4653,3561,2400,1121,1521,723,969,338,382,186,412,701,1549,2337,539
1/20/2012,2012,1,20,10,6,14,3581,788,2094,3532,2745,1975,737,1342,539,503,236,223,139,199,541,1535,1890,490
1/20/2012,2012,1,20,10,6,15,3527,617,1902,3298,2595,2063,914,1390,581,638,275,208,123,193,689,1574,1920,542
1/20/2012,2012,1,20,10,6,16,3624,875,1637,3526,2419,2074,1725,1363,910,1106,454,235,132,299,1439,1929,2545,733
1/20/2012,2012,1,20,10,6,17,3836,1350,1926,3367,2901,2370,3109,1773,1406,1935,680,271,72,545,2498,2568,3952,1186
1/20/2012,2012,1,20,10,6,18,3496,774,1412,2705,2481,2345,1108,1443,581,719,300,318,143,316,3012,1899,2743,823
1/20/2012,2012,1,20,10,6,19,2659,523,847,2001,1958,1995,352,1151,313,276,174,325,143,165,846,1494,1543,435
1/20/2012,2012,1,20,10,6,20,1926,357,508,1292,1500,1732,240,989,137,127,93,324,193,86,279,951,1348,389
1/20/2012,2012,1,20,10,6,21,1779,325,331,811,936,1772,147,927,135,136,99,269,172,73,345,1131,1182,261
1/20/2012,2012,1,20,10,6,22,1273,228,340,467,442,1473,88,658,152,93,87,219,71,36,235,1012,1207,415
1/20/2012,2012,1,20,10,6,23,1333,265,268,379,349,1255,90,530,126,63,66,178,47,33,1396,1089,1072,365
1/21/2012,2012,1,21,20,7,0,910,137,191,241,212,722,40,349,64,60,55,53,13,19,1025,600,666,254
1/21/2012,2012,1,21,20,7,1,483,37,75,112,126,446,21,192,25,16,21,39,11,4,40,187,287,106
1/21/2012,2012,1,21,20,7,2,296,20,39,119,96,249,5,109,13,11,21,6,16,9,17,119,237,54
1/21/2012,2012,1,21,20,7,3,225,28,54,76,66,210,17,74,20,11,27,25,4,8,18,51,106,56
1/21/2012,2012,1,21,20,7,4,98,18,24,48,20,100,3,36,16,9,8,8,8,5,7,85,114,81
1/21/2012,2012,1,21,20,7,5,108,30,16,32,28,47,7,35,15,12,14,14,7,11,8,76,125,82
1/21/2012,2012,1,21,20,7,6,118,55,51,33,28,62,10,29,17,42,16,19,10,29,31,70,134,47
1/21/2012,2012,1,21,20,7,7,244,56,108,94,56,170,16,64,40,92,41,52,15,59,99,142,311,133
1/21/2012,2012,1,21,20,7,8,478,119,272,286,235,233,41,108,98,92,60,88,37,104,197,243,392,161
1/21/2012,2012,1,21,20,7,9,1154,233,718,787,675,449,83,243,147,99,109,129,51,107,743,483,701,264
1/21/2012,2012,1,21,20,7,10,1915,309,1306,1646,1208,726,67,459,140,104,159,213,76,145,2690,832,1117,406
1/21/2012,2012,1,21,20,7,11,2636,277,1453,2392,1893,1064,80,690,174,108,135,259,123,150,2209,1275,1215,411
1/21/2012,2012,1,21,20,7,12,3007,316,1654,2875,2433,1636,89,856,185,88,105,318,161,157,1654,1572,1513,592
1/21/2012,2012,1,21,20,7,13,3317,296,1693,3282,2793,1948,73,1170,170,123,58,344,224,141,1378,1522,1319,402
1/21/2012,2012,1,21,20,7,14,3206,268,1721,3603,3107,1950,65,1381,161,134,79,336,216,183,1045,1761,1650,385
1/21/2012,2012,1,21,20,7,15,3485,402,1618,3571,3183,2050,55,1357,182,81,121,416,236,179,1296,1921,1833,409
1/21/2012,2012,1,21,20,7,16,3468,333,1469,3366,2759,1956,56,1264,164,108,96,360,206,148,1950,1806,1780,535
1/21/2012,2012,1,21,20,7,17,3076,537,1057,2487,2076,1779,66,1209,167,122,89,401,236,166,2653,1908,1874,556
1/21/2012,2012,1,21,20,7,18,2303,480,567,1157,1491,1795,48,965,141,115,106,527,287,120,1908,1631,1656,499
1/21/2012,2012,1,21,20,7,19,1892,314,454,623,973,1639,70,834,138,69,103,524,264,99,958,1626,1318,445
1/21/2012,2012,1,21,20,7,20,1638,398,277,518,692,1430,39,757,122,63,88,617,358,89,772,1376,1224,409
1/21/2012,2012,1,21,20,7,21,1662,273,279,432,539,1550,44,625,96,86,89,531,320,46,646,1403,1188,340
1/21/2012,2012,1,21,20,7,22,1462,209,280,352,444,1286,39,635,129,46,97,293,163,64,835,1289,1166,409
1/21/2012,2012,1,21,20,7,23,1262,184,329,312,315,1111,45,444,94,52,75,248,74,25,732,1107,1015,415
1/22/2012,2012,1,22,20,1,0,1293,150,309,377,254,790,33,368,89,58,80,130,32,25,1801,882,865,279
1/22/2012,2012,1,22,20,1,1,659,85,144,222,185,483,18,253,45,15,33,35,15,9,70,415,381,179
1/22/2012,2012,1,22,20,1,2,681,66,158,144,142,316,34,153,50,15,24,24,7,7,33,373,224,110
1/22/2012,2012,1,22,20,1,3,419,32,101,153,171,344,19,113,20,14,31,20,6,3,28,271,197,65
1/22/2012,2012,1,22,20,1,4,202,44,30,119,55,114,16,56,8,12,5,7,6,5,4,107,102,49
1/22/2012,2012,1,22,20,1,5,128,14,22,37,34,61,3,24,18,10,11,11,3,4,3,78,74,39
1/22/2012,2012,1,22,20,1,6,112,17,22,57,44,44,7,20,9,8,10,11,8,18,35,39,70,37
1/22/2012,2012,1,22,20,1,7,185,50,64,64,45,92,11,49,40,40,13,33,18,53,97,105,202,91
1/22/2012,2012,1,22,20,1,8,379,90,200,183,109,182,23,89,51,34,44,72,48,107,236,224,352,140
1/22/2012,2012,1,22,20,1,9,839,197,468,540,411,377,35,194,114,73,63,174,208,132,709,592,703,225
1/22/2012,2012,1,22,20,1,10,1449,275,855,1556,953,686,47,387,131,129,86,217,462,172,1776,1020,998,341
1/22/2012,2012,1,22,20,1,11,2163,267,1108,2102,1623,877,58,567,145,98,105,226,491,195,1707,1468,1266,353
1/22/2012,2012,1,22,20,1,12,2441,258,1271,2474,2122,1292,46,918,167,80,80,410,650,205,876,1529,1387,323
1/22/2012,2012,1,22,20,1,13,2836,206,1319,2781,2437,1694,59,961,113,79,117,474,617,173,790,1922,1431,388
1/22/2012,2012,1,22,20,1,14,2648,235,1220,2795,2746,1956,56,967,133,71,91,441,1069,155,689,2022,1522,447
1/22/2012,2012,1,22,20,1,15,2849,250,1134,2737,2713,1855,57,833,190,76,87,339,852,139,741,1937,1398,433
1/22/2012,2012,1,22,20,1,16,2643,220,1052,2198,2157,1681,39,581,113,72,98,270,635,108,852,1747,1518,383
1/22/2012,2012,1,22,20,1,17,2420,199,559,1504,1583,1849,46,916,108,86,92,288,307,105,1032,1452,1384,290
1/22/2012,2012,1,22,20,1,18,1720,190,361,666,1051,1454,56,686,85,86,129,301,176,87,2035,1170,1218,247
1/22/2012,2012,1,22,20,1,19,1340,133,275,450,641,1243,49,718,58,84,140,281,150,70,751,938,929,249
1/22/2012,2012,1,22,20,1,20,1032,116,211,320,478,1051,49,630,78,53,45,400,230,62,428,889,831,244
1/22/2012,2012,1,22,20,1,21,1210,123,261,304,311,1173,36,501,57,64,89,493,325,63,662,1083,960,251
1/22/2012,2012,1,22,20,1,22,788,83,153,192,211,865,16,391,44,68,94,247,139,34,292,1211,779,282
1/22/2012,2012,1,22,20,1,23,784,107,177,165,172,492,22,262,37,30,45,70,18,27,1238,762,641,307
1/23/2012,2012,1,23,10,2,0,247,29,47,74,68,213,27,99,20,11,13,14,7,11,40,201,199,84
1/23/2012,2012,1,23,10,2,1,104,17,47,42,37,88,17,43,10,10,7,37,7,2,18,92,124,58
1/23/2012,2012,1,23,10,2,2,55,12,10,17,16,65,4,50,3,9,0,13,4,1,10,17,58,32
1/23/2012,2012,1,23,10,2,3,42,18,3,73,13,45,0,29,4,6,0,3,0,0,12,39,40,19
1/23/2012,2012,1,23,10,2,4,37,18,12,8,14,28,2,11,6,5,2,14,6,5,5,57,53,33
1/23/2012,2012,1,23,10,2,5,75,41,38,8,18,40,65,18,20,39,23,14,13,21,18,85,146,61
1/23/2012,2012,1,23,10,2,6,173,178,112,110,52,112,511,57,161,370,115,51,27,116,122,261,425,162
1/23/2012,2012,1,23,10,2,7,424,709,354,322,229,242,1802,236,751,1041,346,125,37,303,392,707,1442,381
1/23/2012,2012,1,23,10,2,8,1093,1992,955,838,607,665,5408,671,1711,2152,764,188,73,518,467,1652,3321,920
1/23/2012,2012,1,23,10,2,9,1371,1154,1091,1085,762,883,2088,626,856,856,417,157,53,158,516,819,1685,409
1/23/2012,2012,1,23,10,2,10,1988,694,1059,1917,1399,1030,798,725,502,332,246,156,48,138,759,974,1142,324
1/23/2012,2012,1,23,10,2,11,2406,692,1592,2388,1837,1033,677,908,435,327,161,168,62,129,679,1126,1330,379
1/23/2012,2012,1,23,10,2,12,3480,1657,2813,3823,3083,1988,919,1549,708,912,446,294,141,395,465,1269,2029,519
1/23/2012,2012,1,23,10,2,13,4000,1700,3001,4409,3692,2325,1304,1638,857,853,356,210,103,351,452,1464,2159,440
1/23/2012,2012,1,23,10,2,14,3353,789,1936,2983,2824,2117,716,1225,421,407,226,131,71,150,324,1276,1540,373
1/23/2012,2012,1,23,10,2,15,3220,686,1620,2695,2584,2319,984,1014,562,444,261,148,83,151,275,1310,1691,441
1/23/2012,2012,1,23,10,2,16,3094,743,1409,2580,2398,2319,1900,1219,868,1091,508,115,55,226,645,1706,2369,616
1/23/2012,2012,1,23,10,2,17,3254,1403,1504,2341,2723,2101,4074,1482,1808,2404,926,218,85,618,1162,2318,4081,1090
1/23/2012,2012,1,23,10,2,18,2624,1028,934,1425,2031,2087,1608,1110,840,917,458,201,87,359,1409,1550,2322,674
1/23/2012,2012,1,23,10,2,19,1752,459,458,600,1061,1357,478,834,258,270,205,256,109,158,870,1024,1376,443
1/23/2012,2012,1,23,10,2,20,1350,393,255,456,627,1216,226,771,107,106,156,350,202,102,324,779,915,266
1/23/2012,2012,1,23,10,2,21,1036,242,229,304,422,1105,125,516,93,92,116,336,264,91,271,897,916,318
1/23/2012,2012,1,23,10,2,22,779,121,173,229,214,745,56,408,44,61,58,166,103,49,160,800,717,266
1/23/2012,2012,1,23,10,2,23,527,110,78,130,131,415,48,165,58,31,26,55,26,37,267,421,555,161
1/24/2012,2012,1,24,10,3,0,218,30,36,70,58,202,35,92,14,18,13,15,24,3,60,156,232,75
1/24/2012,2012,1,24,10,3,1,384,62,71,62,34,180,7,76,33,18,8,15,4,3,1019,228,135,38
1/24/2012,2012,1,24,10,3,2,79,21,9,64,13,72,11,31,6,8,3,33,14,4,23,44,51,31
1/24/2012,2012,1,24,10,3,3,20,9,10,10,14,27,1,15,6,6,1,1,2,0,30,29,19,7
1/24/2012,2012,1,24,10,3,4,39,9,9,9,5,21,4,8,2,1,0,2,1,3,5,36,50,39
1/24/2012,2012,1,24,10,3,5,45,38,22,12,27,45,75,23,27,36,23,9,10,24,17,87,117,31
1/24/2012,2012,1,24,10,3,6,166,189,87,108,86,106,492,57,157,424,111,95,60,149,126,278,462,164
